Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,16.329999923706055,14.710000038146973,15.0600004196167,15.930000305175781,75979904,15.930000305175781
2019-01-03,16.649999618530273,15.3100004196167,15.779999732971191,16.239999771118164,94733382,16.239999771118164
2019-01-04,16.579999923706055,15.600000381469727,15.699999809265137,16.299999237060547,68985635,16.299999237060547
2019-01-07,16.649999618530273,15.600000381469727,15.699999809265137,16.290000915527344,59222671,16.290000915527344
2019-01-08,16.559999465942383,15.8100004196167,16.280000686645508,16.040000915527344,55522302,16.040000915527344
2019-01-09,16.329999923706055,15.75,16.020000457763672,16.020000457763672,52641127,16.020000457763672
2019-01-10,16.110000610351562,15.119999885559082,15.880000114440918,15.199999809265137,53202090,15.199999809265137
2019-01-11,15.800000190734863,15.0600004196167,15.199999809265137,15.5600004196167,42057493,15.5600004196167
2019-01-14,16.079999923706055,15.350000381469727,15.670000076293945,15.460000038146973,43255147,15.460000038146973
2019-01-15,15.640000343322754,15.09000015258789,15.399999618530273,15.539999961853027,31687291,15.539999961853027
2019-01-16,16.170000076293945,15.460000038146973,15.75,15.710000038146973,44711686,15.710000038146973
2019-01-17,17.049999237060547,15.600000381469727,15.600000381469727,16.979999542236328,86309543,16.979999542236328
2019-01-18,16.799999237060547,16.049999237060547,16.719999313354492,16.290000915527344,62198832,16.290000915527344
2019-01-21,16.530000686645508,15.920000076293945,16.219999313354492,16.399999618530273,38675827,16.399999618530273
2019-01-22,16.90999984741211,16.219999313354492,16.299999237060547,16.360000610351562,47087722,16.360000610351562
2019-01-23,16.68000030517578,15.90999984741211,16.360000610351562,16.399999618530273,40190374,16.399999618530273
2019-01-24,16.649999618530273,15.930000305175781,16.649999618530273,16.06999969482422,39457212,16.06999969482422
2019-01-25,16.040000915527344,15.270000457763672,15.920000076293945,15.329999923706055,42175769,15.329999923706055
2019-01-28,15.569999694824219,15.210000038146973,15.5,15.350000381469727,21769886,15.350000381469727
2019-01-29,15.5,14.180000305175781,15.270000457763672,14.539999961853027,31401261,14.539999961853027
2019-01-30,14.770000457763672,14.329999923706055,14.489999771118164,14.369999885559082,16274136,14.369999885559082
2019-01-31,14.75,13.579999923706055,14.6899995803833,13.800000190734863,32695437,13.800000190734863
